2025-07-14 19:20:16 | INFO | tests.unit.test_chaos_engineering:inject_service_failure:65 | Injecting service failure for kafka
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:45 |    ⚡ FP16: True
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:process_batch:220 | 🎯 HEDEF AŞILDI! Ortalama hız: 228780.2 evt/s > 1000 evt/s
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:_get_best_device:54 | ✅ Apple MPS bulundu - M3 Pro optimized, 18k+ sentences/sec hedefleniyor
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:40 | 🚀 High-performance embedding processor başlatılıyor:
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:41 |    📝 Model: sentence-transformers/all-MiniLM-L6-v2 (Sentence Transformers)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:42 |    📏 Vector size: 384
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:43 |    🔥 Device: mps
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:44 |    📦 Batch size: 32 (optimized for M3 Pro)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:45 |    ⚡ FP16: True
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:process_batch:220 | 🎯 HEDEF AŞILDI! Ortalama hız: 4739.3 evt/s > 1000 evt/s
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:_get_best_device:54 | ✅ Apple MPS bulundu - M3 Pro optimized, 18k+ sentences/sec hedefleniyor
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:40 | 🚀 High-performance embedding processor başlatılıyor:
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:41 |    📝 Model: sentence-transformers/all-MiniLM-L6-v2 (Sentence Transformers)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:42 |    📏 Vector size: 384
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:43 |    🔥 Device: mps
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:44 |    📦 Batch size: 32 (optimized for M3 Pro)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:45 |    ⚡ FP16: True
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:process_batch:220 | 🎯 HEDEF AŞILDI! Ortalama hız: 228780.2 evt/s > 1000 evt/s
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:_get_best_device:54 | ✅ Apple MPS bulundu - M3 Pro optimized, 18k+ sentences/sec hedefleniyor
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:40 | 🚀 High-performance embedding processor başlatılıyor:
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:41 |    📝 Model: sentence-transformers/all-MiniLM-L6-v2 (Sentence Transformers)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:42 |    📏 Vector size: 384
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:43 |    🔥 Device: mps
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:44 |    📦 Batch size: 32 (optimized for M3 Pro)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:45 |    ⚡ FP16: True
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:process_batch:220 | 🎯 HEDEF AŞILDI! Ortalama hız: 3905.3 evt/s > 1000 evt/s
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:_get_best_device:54 | ✅ Apple MPS bulundu - M3 Pro optimized, 18k+ sentences/sec hedefleniyor
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:40 | 🚀 High-performance embedding processor başlatılıyor:
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:41 |    📝 Model: sentence-transformers/all-MiniLM-L6-v2 (Sentence Transformers)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:42 |    📏 Vector size: 384
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:43 |    🔥 Device: mps
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:44 |    📦 Batch size: 32 (optimized for M3 Pro)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:45 |    ⚡ FP16: True
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:process_batch:220 | 🎯 HEDEF AŞILDI! Ortalama hız: 52428.8 evt/s > 1000 evt/s
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:_get_best_device:54 | ✅ Apple MPS bulundu - M3 Pro optimized, 18k+ sentences/sec hedefleniyor
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:40 | 🚀 High-performance embedding processor başlatılıyor:
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:41 |    📝 Model: sentence-transformers/all-MiniLM-L6-v2 (Sentence Transformers)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:42 |    📏 Vector size: 384
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:43 |    🔥 Device: mps
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:44 |    📦 Batch size: 32 (optimized for M3 Pro)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:45 |    ⚡ FP16: True
2025-07-14 19:20:48 | ERROR | src.core.embedding_processor:process_batch:227 | ❌ High-performance batch embedding hatası: Encoding failed
2025-07-14 19:20:48 | ERROR | src.core.embedding_processor:create_embedding:242 | ❌ Optimized single embedding oluşturma hatası: Encoding failed
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:_get_best_device:54 | ✅ Apple MPS bulundu - M3 Pro optimized, 18k+ sentences/sec hedefleniyor
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:40 | 🚀 High-performance embedding processor başlatılıyor:
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:41 |    📝 Model: sentence-transformers/all-MiniLM-L6-v2 (Sentence Transformers)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:42 |    📏 Vector size: 384
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:43 |    🔥 Device: mps
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:44 |    📦 Batch size: 32 (optimized for M3 Pro)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:45 |    ⚡ FP16: True
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:_get_best_device:54 | ✅ Apple MPS bulundu - M3 Pro optimized, 18k+ sentences/sec hedefleniyor
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:40 | 🚀 High-performance embedding processor başlatılıyor:
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:41 |    📝 Model: sentence-transformers/all-MiniLM-L6-v2 (Sentence Transformers)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:42 |    📏 Vector size: 384
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:43 |    🔥 Device: mps
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:44 |    📦 Batch size: 32 (optimized for M3 Pro)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:45 |    ⚡ FP16: True
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:initialize:64 | 🚀 High-performance Sentence Transformers model yükleniyor: sentence-transformers/all-MiniLM-L6-v2
2025-07-14 19:20:48 | ERROR | src.core.embedding_processor:initialize:112 | ❌ High-performance embedding model yükleme hatası: Model loading failed
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:_get_best_device:54 | ✅ Apple MPS bulundu - M3 Pro optimized, 18k+ sentences/sec hedefleniyor
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:40 | 🚀 High-performance embedding processor başlatılıyor:
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:41 |    📝 Model: sentence-transformers/all-MiniLM-L6-v2 (Sentence Transformers)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:42 |    📏 Vector size: 384
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:43 |    🔥 Device: mps
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:44 |    📦 Batch size: 32 (optimized for M3 Pro)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:45 |    ⚡ FP16: True
2025-07-14 19:20:48 | WARNING | src.core.embedding_processor:process_message:328 | Mesajda content bulunamadı: test_001
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:_get_best_device:54 | ✅ Apple MPS bulundu - M3 Pro optimized, 18k+ sentences/sec hedefleniyor
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:40 | 🚀 High-performance embedding processor başlatılıyor:
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:41 |    📝 Model: sentence-transformers/all-MiniLM-L6-v2 (Sentence Transformers)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:42 |    📏 Vector size: 384
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:43 |    🔥 Device: mps
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:44 |    📦 Batch size: 32 (optimized for M3 Pro)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:45 |    ⚡ FP16: True
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:process_batch:220 | 🎯 HEDEF AŞILDI! Ortalama hız: 76260.1 evt/s > 1000 evt/s
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:_get_best_device:54 | ✅ Apple MPS bulundu - M3 Pro optimized, 18k+ sentences/sec hedefleniyor
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:40 | 🚀 High-performance embedding processor başlatılıyor:
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:41 |    📝 Model: sentence-transformers/all-MiniLM-L6-v2 (Sentence Transformers)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:42 |    📏 Vector size: 384
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:43 |    🔥 Device: mps
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:44 |    📦 Batch size: 32 (optimized for M3 Pro)
2025-07-14 19:20:48 | INFO | src.core.embedding_processor:__init__:45 |    ⚡ FP16: True
2025-07-14 19:20:48 | WARNING | src.core.embedding_processor:process_message:328 | Mesajda content bulunamadı: test_001
2025-07-14 19:20:48 | ERROR | src.monitoring.health_monitor:check_kafka_health:92 | Kafka health check failed: Connection failed
2025-07-14 19:20:48 | ERROR | src.monitoring.health_monitor:check_qdrant_health:143 | Qdrant health check failed: Connection failed
2025-07-14 19:20:48 | INFO | src.monitoring.health_monitor:run_all_checks:214 | Running health checks...
2025-07-14 19:20:48 | INFO | src.monitoring.health_monitor:run_all_checks:214 | Running health checks...
2025-07-14 19:20:48 | INFO | src.monitoring.health_monitor:run_all_checks:214 | Running health checks...
2025-07-14 19:20:48 | INFO | src.monitoring.health_monitor:run_all_checks:214 | Running health checks...
2025-07-14 19:20:48 | ERROR | scripts.performance_test:process_message_batch:166 | Message processing failed: Processing failed
2025-07-14 19:20:48 | INFO | scripts.performance_test:run_throughput_test:191 | Starting throughput test: test_throughput
2025-07-14 19:20:48 | INFO | scripts.performance_test:run_throughput_test:267 | Throughput test completed: test_throughput
2025-07-14 19:20:48 | INFO | scripts.performance_test:run_throughput_test:268 |   Messages processed: 10/10
2025-07-14 19:20:48 | INFO | scripts.performance_test:run_throughput_test:269 |   Throughput: 834.37 msg/sec
2025-07-14 19:20:48 | INFO | scripts.performance_test:run_throughput_test:270 |   Average latency: 1.20 ms
2025-07-14 19:20:48 | INFO | scripts.performance_test:run_throughput_test:271 |   Error rate: 0.00%
2025-07-14 19:20:48 | INFO | scripts.performance_test:run_latency_test:282 | Starting latency test: test_latency
2025-07-14 19:20:48 | INFO | scripts.performance_test:run_throughput_test:191 | Starting throughput test: test_latency
2025-07-14 19:20:49 | INFO | scripts.performance_test:run_throughput_test:267 | Throughput test completed: test_latency
2025-07-14 19:20:49 | INFO | scripts.performance_test:run_throughput_test:268 |   Messages processed: 100/100
2025-07-14 19:20:49 | INFO | scripts.performance_test:run_throughput_test:269 |   Throughput: 846.81 msg/sec
2025-07-14 19:20:49 | INFO | scripts.performance_test:run_throughput_test:270 |   Average latency: 1.18 ms
2025-07-14 19:20:49 | INFO | scripts.performance_test:run_throughput_test:271 |   Error rate: 0.00%
2025-07-14 19:20:50 | INFO | src.utils.metrics:record_health_check_result:326 | Health check - kafka: healthy (0.050s)
2025-07-14 19:20:50 | INFO | src.spark.optimized_batch_processor:_adjust_batch_size:296 | Adaptive batch size: 1000 -> 1200 (mem: 30.0%, cpu: 20.0%)
2025-07-14 19:20:50 | INFO | src.spark.optimized_batch_processor:_adjust_batch_size:296 | Adaptive batch size: 1200 -> 1000 (mem: 85.0%, cpu: 70.0%)
2025-07-14 19:20:50 | INFO | src.spark.optimized_batch_processor:stop:1011 | Optimized batch processor durduruluyor...
2025-07-14 19:20:50 | INFO | src.spark.optimized_batch_processor:stop:1025 | ✅ Optimized batch processor durduruldu
2025-07-14 19:20:50 | INFO | src.utils.circuit_breaker:create_circuit_breaker:166 | Circuit breaker 'qdrant_writer' oluşturuldu
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:55 | 🚀 High-performance Qdrant Writer yapılandırıldı:
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:56 |    🌐 Host: localhost:6333 (gRPC)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:57 |    📚 Collection: test_embeddings
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:58 |    ⚡ gRPC enabled: True (15-20% lower latency)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:59 |    🎯 Target: 1200+ RPS (Qdrant optimized)
2025-07-14 19:20:50 | INFO | src.utils.circuit_breaker:create_circuit_breaker:166 | Circuit breaker 'qdrant_writer' oluşturuldu
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:55 | 🚀 High-performance Qdrant Writer yapılandırıldı:
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:56 |    🌐 Host: localhost:6333 (gRPC)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:57 |    📚 Collection: test_embeddings
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:58 |    ⚡ gRPC enabled: True (15-20% lower latency)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:59 |    🎯 Target: 1200+ RPS (Qdrant optimized)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:_initialize_collection_impl:104 | Koleksiyon zaten mevcut: test_embeddings
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:initialize_collection:80 | Koleksiyon başarıyla başlatıldı: test_embeddings
2025-07-14 19:20:50 | INFO | src.utils.circuit_breaker:create_circuit_breaker:166 | Circuit breaker 'qdrant_writer' oluşturuldu
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:55 | 🚀 High-performance Qdrant Writer yapılandırıldı:
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:56 |    🌐 Host: localhost:6333 (gRPC)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:57 |    📚 Collection: test_embeddings
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:58 |    ⚡ gRPC enabled: True (15-20% lower latency)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:59 |    🎯 Target: 1200+ RPS (Qdrant optimized)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:_initialize_collection_impl:102 | Koleksiyon oluşturuldu: test_embeddings
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:initialize_collection:80 | Koleksiyon başarıyla başlatıldı: test_embeddings
2025-07-14 19:20:50 | INFO | src.utils.circuit_breaker:create_circuit_breaker:166 | Circuit breaker 'qdrant_writer' oluşturuldu
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:55 | 🚀 High-performance Qdrant Writer yapılandırıldı:
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:56 |    🌐 Host: localhost:6333 (gRPC)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:57 |    📚 Collection: test_embeddings
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:58 |    ⚡ gRPC enabled: True (15-20% lower latency)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:59 |    🎯 Target: 1200+ RPS (Qdrant optimized)
2025-07-14 19:20:50 | ERROR | src.utils.error_handler:async_wrapper:129 | Attempt 1 failed for _search_with_retry: Search error
2025-07-14 19:20:50 | ERROR | src.utils.error_handler:async_wrapper:132 | Not retrying _search_with_retry due to non-retryable exception or max attempts reached
2025-07-14 19:20:50 | ERROR | src.core.qdrant_writer:search_similar:220 | Arama hatası: Search error
2025-07-14 19:20:50 | INFO | src.utils.circuit_breaker:create_circuit_breaker:166 | Circuit breaker 'qdrant_writer' oluşturuldu
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:55 | 🚀 High-performance Qdrant Writer yapılandırıldı:
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:56 |    🌐 Host: localhost:6333 (gRPC)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:57 |    📚 Collection: test_embeddings
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:58 |    ⚡ gRPC enabled: True (15-20% lower latency)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:59 |    🎯 Target: 1200+ RPS (Qdrant optimized)
2025-07-14 19:20:50 | INFO | src.utils.circuit_breaker:create_circuit_breaker:166 | Circuit breaker 'qdrant_writer' oluşturuldu
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:55 | 🚀 High-performance Qdrant Writer yapılandırıldı:
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:56 |    🌐 Host: localhost:6333 (gRPC)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:57 |    📚 Collection: test_embeddings
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:58 |    ⚡ gRPC enabled: True (15-20% lower latency)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:59 |    🎯 Target: 1200+ RPS (Qdrant optimized)
2025-07-14 19:20:50 | INFO | src.utils.circuit_breaker:create_circuit_breaker:166 | Circuit breaker 'qdrant_writer' oluşturuldu
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:55 | 🚀 High-performance Qdrant Writer yapılandırıldı:
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:56 |    🌐 Host: localhost:6333 (gRPC)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:57 |    📚 Collection: test_embeddings
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:58 |    ⚡ gRPC enabled: True (15-20% lower latency)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:59 |    🎯 Target: 1200+ RPS (Qdrant optimized)
2025-07-14 19:20:50 | ERROR | src.utils.error_handler:async_wrapper:129 | Attempt 1 failed for _write_with_retry: Connection error
2025-07-14 19:20:50 | ERROR | src.utils.error_handler:async_wrapper:132 | Not retrying _write_with_retry due to non-retryable exception or max attempts reached
2025-07-14 19:20:50 | ERROR | src.core.qdrant_writer:write_embeddings:132 | Embedding yazma hatası: Connection error
2025-07-14 19:20:50 | INFO | src.utils.circuit_breaker:create_circuit_breaker:166 | Circuit breaker 'qdrant_writer' oluşturuldu
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:55 | 🚀 High-performance Qdrant Writer yapılandırıldı:
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:56 |    🌐 Host: localhost:6333 (gRPC)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:57 |    📚 Collection: test_embeddings
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:58 |    ⚡ gRPC enabled: True (15-20% lower latency)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:59 |    🎯 Target: 1200+ RPS (Qdrant optimized)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:write_embeddings:125 | ✅ 2 embedding yazıldı (batch_size=1000)
2025-07-14 19:20:50 | INFO | src.utils.circuit_breaker:create_circuit_breaker:166 | Circuit breaker 'qdrant_writer' oluşturuldu
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:55 | 🚀 High-performance Qdrant Writer yapılandırıldı:
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:56 |    🌐 Host: localhost:6333 (gRPC)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:57 |    📚 Collection: test_embeddings
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:58 |    ⚡ gRPC enabled: True (15-20% lower latency)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:__init__:59 |    🎯 Target: 1200+ RPS (Qdrant optimized)
2025-07-14 19:20:50 | INFO | src.core.qdrant_writer:write_embeddings:125 | ✅ 1 embedding yazıldı (batch_size=1000)
2025-07-14 19:20:50 | ERROR | src.utils.error_handler:sync_wrapper:100 | Attempt 1 failed for test_func: Connection failed
2025-07-14 19:20:50 | INFO | src.utils.error_handler:sync_wrapper:108 | Retrying test_func in 0.10s (attempt 2/3)
